ID,Bonus,Age,Gender,Education,Income,Occupation,dssQuestion1,dssQuestion2,dssQuestion3,dssQuestion4,dssQuestion5,dssQuestion6,dssQuestion7,dssQuestion8,dssQuestion9,dssQuestion10,dssQuestion11,msShortQuestion1,msShortQuestion2,msShortQuestion3,msShortQuestion4,msShortQuestion5,msShortQuestion6,Strategy,Feedback,VariableLength,TaskSet,Task1Length,Task2Length,Task3Length,Task4Length,Task5Length,Task6Length,Task1Deadline,Task2Deadline,Task3Deadline,Task4Deadline,Task5Deadline,Task6Deadline,Task1Points,Task2Points,Task3Points,Task4Points,Task5Points,Task6Points,Task1Rank,Task2Rank,Task3Rank,Task4Rank,Task5Rank,Task6Rank,DynamicTasks,EarnedPoints,OptimalPoints,Correlation,CorrelationCondition,Duration_Seconds,DayOfWeek,HourOfDay_Start,Month,Feedback_Sentiment_Score,Feedback_Subjectivity,Strategy_TFIDF_Dummy
1701300000000,1.0,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,240.0,2,16,11,0.0,0.0,1
1701300000000,0.91,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,780.0,2,17,11,0.0,0.0,1
1701300000000,0.98,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,360.0,2,17,11,0.0,0.0,1
1701300000000,0.96,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,1380.0,2,17,11,0.0,0.0,1
1701300000000,0.4,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,1140.0,2,17,11,0.0,0.0,1
1701300000000,0.0,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,480.0,2,17,11,0.0,0.0,1
1701300000000,0.84,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,480.0,2,17,11,0.0,0.0,1
1701300000000,0.8,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,1380.0,2,17,11,0.0,0.0,1
1701300000000,1.0,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,300.0,2,17,11,0.0,0.0,1
1701300000000,0.68,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,180.0,2,18,11,0.0,0.0,1
1701300000000,0.7,45.0,Male,Non-university diploma/certificate,79000.0,Manufacturing. (IT Manager),6,6,7,7,7,1,2,2,2,1,2,3,4,6,4,4,2,"I went for the highest value task first, the the second, third, etc.",,0,1,5,5,5,5,5,5,11,8,6,7,17,27,356,201,288,212,336,243,1,0,0,0,2,3,,935,1223,0.11,0.0,600.0,2,19,11,0.0,0.0,1
1702330000000,0.66,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,16,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.82,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,840.0,0,17,12,0.0,0.0,1
1702330000000,0.78,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.99,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.99,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,360.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1080.0,0,17,12,0.0,0.0,1
1702330000000,0.93,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,720.0,0,17,12,0.0,0.0,1
1702330000000,0.9,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,540.0,0,17,12,0.0,0.0,1
1702330000000,0.55,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,240.0,0,17,12,0.0,0.0,1
1702330000000,0.52,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,300.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,540.0,0,17,12,0.0,0.0,1
1702330000000,0.26,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,900.0,0,17,12,0.0,0.0,1
1702330000000,0.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,660.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,840.0,0,17,12,0.0,0.0,1
1702330000000,0.85,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.4,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,300.0,0,17,12,0.0,0.0,1
1702330000000,0.7,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,300.0,0,17,12,0.0,0.0,1
1702330000000,0.68,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,300.0,0,17,12,0.0,0.0,1
1702330000000,0.67,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,540.0,0,17,12,0.0,0.0,1
1702330000000,0.31,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,240.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,900.0,0,17,12,0.0,0.0,1
1702330000000,0.22,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1620.0,0,17,12,0.0,0.0,1
1702330000000,0.83,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,540.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,600.0,0,17,12,0.0,0.0,1
1702330000000,0.95,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,360.0,0,17,12,0.0,0.0,1
1702330000000,0.07,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.48,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,480.0,0,17,12,0.0,0.0,1
1702330000000,0.85,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1560.0,0,17,12,0.0,0.0,1
1702330000000,0.31,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1440.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,960.0,0,17,12,0.0,0.0,1
1702330000000,0.78,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,780.0,0,17,12,0.0,0.0,1
1702330000000,0.8,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
1702330000000,0.68,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1320.0,0,17,12,0.0,0.0,1
1702330000000,0.11,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,240.0,0,17,12,0.0,0.0,1
1702330000000,0.47,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,600.0,0,17,12,0.0,0.0,1
1702330000000,0.89,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,660.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,300.0,0,17,12,0.0,0.0,1
1702330000000,0.67,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,480.0,0,17,12,0.0,0.0,1
1702330000000,0.27,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,960.0,0,17,12,0.0,0.0,1
1702330000000,0.95,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,540.0,0,17,12,0.0,0.0,1
1702330000000,1.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1920.0,0,17,12,0.0,0.0,1
1702330000000,0.5,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,780.0,0,17,12,0.0,0.0,1
1702330000000,0.49,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,1320.0,0,17,12,0.0,0.0,1
1702330000000,0.0,22.0,Female,High school diploma or equivalent,64000.0,Consultant  ,5,5,4,4,5,4,5,5,5,3,2,5,4,4,3,4,3,I picked which task to complete based on the amount of rounds that I had in time that was on it.,,0,1,5,5,5,5,5,5,6,16,12,29,11,19,160,159,222,254,186,304,1,0,2,3,0,0,,636,966,0.63,0.7,420.0,0,17,12,0.0,0.0,1
