ID,Age,Gender,Education,Major,Income,Occupation
1.70233E+12,52,Male,Doctorate,Science,119999,Finance manager
1.70233E+12,48,Male,Bachelor's degree,Computer Engineering,110000,Engineer
1.70233E+12,42,Female,Master's degree,Information Technology,129999,Software Developer
1.70233E+12,54,Female,Doctorate,psychology,24000,teacher
1.70233E+12,42,Male,Non-university diploma/certificate,Computer Networking,47000,Office Admin
1.70233E+12,34,Female,Bachelor's degree,human resources,20000,bookkeeper
1.70233E+12,43,Male,High school diploma or equivalent,psychology,51000,clinic assistant
1.70233E+12,51,Female,Bachelor's degree,Computer Networking,30000,self employed
1.70233E+12,64,Female,High school diploma or equivalent,NA,NA,Quality control specialist
1.70233E+12,27,Male,Bachelor's degree,Accounting,75000,CPA
1.70233E+12,49,Female,Bachelor's degree,Psychology,55000,Manager
1.70233E+12,32,Male,High school diploma or equivalent,None.,30000,Line Leader
1.70233E+12,39,Male,Non-university diploma/certificate,Business Management,120000,Manager
1.70233E+12,39,Female,Bachelor's degree,neuroscience,45000,behavior technician
1.70233E+12,25,Male,High school diploma or equivalent,NA,99000,Carpenter
1.70233E+12,41,Male,High school diploma or equivalent,N/A,79000,Writer
1.70233E+12,36,Male,NA,computer science,60000,web developer
1.70233E+12,27,Male,Non-university diploma/certificate,Information Technology,70000,Analyst
1.70233E+12,61,Female,Master's degree,Information Science,42000,museum collections manager
1.70233E+12,34,Female,Non-university diploma/certificate,Communications,9997,unemployed
1.70233E+12,39,Female,Bachelor's degree,Social Science,71000,Accounting manager
1.70233E+12,45,Female,Bachelor's degree,Media,62000,Client developer 
1.70233E+12,33,Male,Bachelor's degree,Psychology,29000,Special Education Paraprofessional
1.70233E+12,31,Prefer not to say,Non-university diploma/certificate,NA,NA,NA
1.70233E+12,42,Female,Non-university diploma/certificate,Business,75000,Educator
1.70233E+12,43,Male,Bachelor's degree,rehab science,29497,self-employed
1.70233E+12,44,Male,High school diploma or equivalent,architecture,12000,SEO
1.70233E+12,39,Male,High school diploma or equivalent,NA,35000,Information Technology Specialist
1.70233E+12,52,Male,Bachelor's degree,NA,39000,educational consultant
1.70233E+12,34,Male,Bachelor's degree,political science,120000,energy manager
1.70233E+12,33,Male,Master's degree,Finance,64999,Finance Analyst
1.70233E+12,41,Female,Master's degree,Communications,100000,Editor
1.70233E+12,56,Female,Master's degree,Sociology,48000,Manager
1.70233E+12,34,Male,High school diploma or equivalent,Business,10000,Freelance
1.70233E+12,42,Male,Bachelor's degree,IT,37000,IT Analyst
1.70233E+12,28,Female,Bachelor's degree,economics,50000,office assistant
1.70233E+12,45,Female,High school diploma or equivalent,n/a,20998,Construction and landscaping 
1.70233E+12,69,Female,Non-university diploma/certificate,Information Technology,25000,retired
1.70233E+12,45,Male,Bachelor's degree,Sports medicine ,165000,Physical Therapist for the Baltimore Ravens
1.70233E+12,27,Male,Bachelor's degree,Cybersecurity,150000,Self employed
1.70233E+12,43,Male,High school diploma or equivalent,NA,100000,Lead Host
1.70233E+12,30,Male,Bachelor's degree,Business,36000,Retail
1.70233E+12,33,Male,Bachelor's degree,business administration,72000,accountant
1.70233E+12,41,Male,Bachelor's degree,economics,76000,expatriate payroll lead analyst 
1.70233E+12,47,Male,Bachelor's degree,communications,80000,unemployed
1.70233E+12,25,Male,Non-university diploma/certificate,digital marketing,50000,sales person
1.70233E+12,62,Female,Bachelor's degree,Social Work,95000,Administrative Assistant
1.70233E+12,55,Female,Non-university diploma/certificate,Communications,15000,retired
1.70233E+12,41,Male,Bachelor's degree,Information Systems,135000,IT Manager
1.70233E+12,31,Male,Bachelor's degree,Business,85000,Manager
1.70233E+12,42,Male,High school diploma or equivalent,NA,25000,Shipping Coordinator 
1.70233E+12,36,Male,Bachelor's degree,Information Technology ,150000,Information Technology Administrator 
1.70233E+12,32,Male,NA,NA,50000,Unemployed
1.70233E+12,37,Male,Bachelor's degree,Business,84000,Sales Manager
1.70233E+12,72,Female,High school diploma or equivalent,NA,45000,Retired
1.70233E+12,38,Male,High school diploma or equivalent,NA,70000,retial
1.70233E+12,64,Male,High school diploma or equivalent,N/A,15600,NA
1.70233E+12,42,Male,Master's degree,Secondary Education,25000,Retail Manager
1.70233E+12,42,Female,Master's degree,Finance,75000,Manager
1.70233E+12,34,Male,Bachelor's degree,Philosophy,55000,Property Management
1.70233E+12,43,Male,High school diploma or equivalent,None,10000,Self-employed gig work
1.70233E+12,26,Female,Bachelor's degree,Geography,100000,Environmental specialist for state government
1.70233E+12,29,Female,Bachelor's degree,English and Art,40997,Educator
1.70233E+12,38,Male,Bachelor's degree,geography,88000,utilites
1.70233E+12,47,Male,High school diploma or equivalent,Business Administration,82000,Cabinet Install Coordinator
1.70233E+12,39,Male,Bachelor's degree,Computer Science,205000,IT Manager
1.70233E+12,32,Female,Master's degree,Business Administration,85000,I work as a bookkeeper at a dental office
1.70233E+12,26,Male,High school diploma or equivalent,NA,NA,NA
1.70233E+12,39,Male,Bachelor's degree,Liberal Arts,65999,Production Designer
1.70233E+12,29,Male,High school diploma or equivalent,Finance,64000,Editor
1.70233E+12,38,Female,High school diploma or equivalent,none,80000,self employed artist
1.70233E+12,39,Male,High school diploma or equivalent,NA,40000,retail associate
1.70233E+12,36,Male,Bachelor's degree,Game Development,10000,Unemployed
1.70233E+12,37,Male,High school diploma or equivalent,N/A,10000,N/A
1.70233E+12,28,Male,Bachelor's degree,Mass Communication,78000,Communications Specialist
1.70233E+12,33,Male,High school diploma or equivalent,bioinformatics,50000,unemployed
1.70233E+12,NA,Female,High school diploma or equivalent,NA,52000,Disability Services
1.70233E+12,22,Male,High school diploma or equivalent,Chemistry,1000,Student
1.70233E+12,48,Female,Non-university diploma/certificate,Law Enforcement,104999,Teacher Para
1.70233E+12,48,Female,High school diploma or equivalent,N/A,39520,Retail worker
1.70233E+12,43,Male,Non-university diploma/certificate,Information Technology,36,IT Admin
1.70233E+12,26,Male,High school diploma or equivalent,ged,100000,counstructon
1.70233E+12,28,Male,High school diploma or equivalent,NA,43000,Floor installer
1.70233E+12,50,Female,Bachelor's degree,Journalism,35999,writer
1.70233E+12,32,Male,Bachelor's degree,Accounting ,78000,Accounting
1.70233E+12,34,Male,High school diploma or equivalent,Business Administration,50000,Landscaper
1.70233E+12,39,Female,Bachelor's degree,Business,39000,Editor
1.70233E+12,33,Male,High school diploma or equivalent,Physics,75000,Sales Manager
1.70233E+12,37,Male,High school diploma or equivalent,NA,80000,front end manager
1.70233E+12,58,Male,Non-university diploma/certificate,Mathematics,75000,"U.S. Coast Guard, retired"
1.70233E+12,33,Male,High school diploma or equivalent,None,35000,Cashier
1.70233E+12,33,Male,High school diploma or equivalent,n/a,50000,sales manager 
1.70233E+12,39,Female,Bachelor's degree,English,29000,Writer
1.70233E+12,43,Male,Bachelor's degree,Political Science,40000,Unemployed
1.70233E+12,41,Male,Bachelor's degree,Business Administration,94999,District Manager
1.70233E+12,66,Male,Master's degree,Biology,60000,Teacher
1.70233E+12,68,Male,High school diploma or equivalent,Botany,67998,Retired
1.70233E+12,20,Male,High school diploma or equivalent,Computer engineering,50000,Student
1.70233E+12,28,Male,High school diploma or equivalent,n/a,25000,retail
1.70233E+12,33,Female,Bachelor's degree,comp sci,40000,Sales rep
1.70233E+12,28,Male,Bachelor's degree,NA,NA,NA
1.70233E+12,38,Male,Bachelor's degree,Computer Science,75000,Sofware Developer
1.70233E+12,55,Male,Non-university diploma/certificate,Journalism,89999,Trainer
1.70233E+12,36,Male,Bachelor's degree,public health,27000,waste water
1.70233E+12,27,Female,Master's degree,psychology/hr,0,unemployed
1.70233E+12,39,Male,Bachelor's degree,Laboratory Medicine,52499,MLT (medical laboratory technologist)
1.70233E+12,46,Male,High school diploma or equivalent,General studies,44999,Building Manager
1.70233E+12,46,Male,Bachelor's degree,Business,30000,Retail Sales Manager
1.70233E+12,36,Male,Bachelor's degree,Journalism,62999,marketing content writer
1.70233E+12,31,Female,Bachelor's degree,Business,NA,Sales manager
1.70233E+12,36,Male,Bachelor's degree,Social Sciences,25000,Chef
1.70233E+12,31,Male,Bachelor's degree,Electrical Engineering,50000,Electrician
1.70233E+12,20,Female,High school diploma or equivalent,Engineering,50000,Employed (Part-Time)
1.70233E+12,63,Male,Doctorate,psychology,27000,event work
1.70233E+12,32,Male,High school diploma or equivalent,n/a,54000,Construction
1.70233E+12,30,Male,Bachelor's degree,Psychology ,80000,Operations Manager
1.70233E+12,29,Female,Bachelor's degree,Art History,36000,Art studio manager
1.70233E+12,52,Female,Bachelor's degree,premed,59998,designer
1.70233E+12,28,Male,Bachelor's degree,Engineering,25000,Engineer
1.70233E+12,36,Female,Bachelor's degree,Accounting,73995,HR Manager
1.70233E+12,36,Male,High school diploma or equivalent,N/A,35000,Service technician
1.70233E+12,35,Male,Non-university diploma/certificate,NA,70000,Technician
1.70233E+12,34,Male,Bachelor's degree,english,45000,manager
1.70233E+12,59,Male,Doctorate,history,54998,crowd worker
1.70233E+12,69,Female,Bachelor's degree,Computer Science,25500,Semiretired IT/technology professional/multiple positions
1.70233E+12,39,Male,Bachelor's degree,mass communications/journalism,40696,teacher assistant
1.70234E+12,71,Male,High school diploma or equivalent,istory,40000,server
1.70234E+12,36,Male,Bachelor's degree,Business administration,67000,QA analyst
1.70234E+12,38,Male,High school diploma or equivalent,n/a,28998,retail
1.70234E+12,51,Female,Bachelor's degree,Information management,26998,not currently working
1.70234E+12,36,Male,High school diploma or equivalent,mechanic,96000,IT manager
1.70234E+12,54,Male,Non-university diploma/certificate,Paralegal,33500,Paralegal
1.70234E+12,59,Male,Bachelor's degree,business,252000,engineer
1.70234E+12,50,Male,Master's degree,Engineering,125000,Engineer
1.70234E+12,43,Male,Bachelor's degree,Computer Engineering,60000,Sales Manager
1.70234E+12,34,Male,High school diploma or equivalent,Arts,40000,Sales Manager
1.70234E+12,41,Male,High school diploma or equivalent,high school,25000,data entry
1.70234E+12,28,Male,Bachelor's degree,Finance ,75000,Finance 
1.70234E+12,43,Female,Non-university diploma/certificate,computer information systems,70000,independent contractor
1.70234E+12,30,Male,High school diploma or equivalent,Psychology,39998,mTurk Worker
1.70234E+12,62,Female,Non-university diploma/certificate,Healthcare,70000,Healthcare
1.70234E+12,33,Female,Non-university diploma/certificate,NA,36000,NA
1.70234E+12,41,Female,Bachelor's degree,biology,20000,data entry specialist
1.70234E+12,40,Male,Bachelor's degree,Philosophy,20000,Logistics
1.70234E+12,29,Male,Bachelor's degree,Finance,75000,credit analyst
1.70234E+12,47,Female,Non-university diploma/certificate,NA,46000,office assistant
1.70234E+12,35,Male,Bachelor's degree,Computer Science,52000,IT Service Manager
1.70234E+12,38,Male,Bachelor's degree,Business,45000,Clerk
1.70234E+12,51,Male,Bachelor's degree,BS in Computer Science,130000,Futures Trader
1.70234E+12,41,Female,High school diploma or equivalent,N/a,74000,Administrative assistant 
1.70234E+12,70,Male,High school diploma or equivalent,NA,25000,RETIRED
1.70234E+12,33,Female,Master's degree,"Religion, Ethics, and Politics",89000,IT
1.70234E+12,40,Male,Bachelor's degree,"marketing, psychology",90000,operations manager
1.70234E+12,64,Male,Bachelor's degree,Philosophy,89999,Retired
1.70234E+12,31,Female,Bachelor's degree,Marine Biology,75000,data analyst
1.70234E+12,49,Female,Master's degree,computer science,78000,salesperson
1.70234E+12,25,Female,Master's degree,Biology,70000,Project Assistant
1.70234E+12,68,Male,High school diploma or equivalent,none,16000,none
1.70234E+12,65,Male,Bachelor's degree,Technical Writing,80000,Retired Military
1.70234E+12,38,Female,Master's degree,International Affairs,49000,CNA
1.70234E+12,58,Male,Bachelor's degree,Acccounting,60000,Accountant
1.70234E+12,46,Female,Master's degree,Software Engineering,99000,Software Engineer
1.70234E+12,41,Male,Master's degree,Business ,145000,Director 
1.70234E+12,34,Female,High school diploma or equivalent,i went to tech school for medical service dog training ,72000,medical service dog trainer 
1.70234E+12,72,Male,Non-university diploma/certificate,Philosophy,45000,drug and alcohol screener
1.70234E+12,58,Female,High school diploma or equivalent,NA,49,medical biller
1.70234E+12,51,Male,Bachelor's degree,Physics,144999,Information Technology database specialist
1.70234E+12,68,Female,Bachelor's degree,humanities,50000,educator
1.70234E+12,39,Female,Bachelor's degree,Engineering,158800,Director
1.70234E+12,38,Male,Master's degree,Accounting,97000,Financial Analyst
1.70234E+12,46,Female,Bachelor's degree,graphic communications,60000,graphic designer
1.70234E+12,28,Male,Bachelor's degree,Communication,13997,Administrative Assistant
1.70234E+12,48,Male,Bachelor's degree,NA,68000,Engineer
1.70234E+12,38,Prefer not to say,Bachelor's degree,prefer not to disclose,10000,prefer not to disclose
1.70234E+12,34,Female,Bachelor's degree,Anthropology,35000,Adult ESL tutoring
1.70234E+12,56,Female,Non-university diploma/certificate,n/a,17500,clerical support
1.70234E+12,64,Male,Bachelor's degree,BSEE,16500,retired
1.70234E+12,40,Male,Bachelor's degree,Computer Science,108000,Analyst
1.70234E+12,33,Male,Bachelor's degree,computer science,69000,n/a
1.70234E+12,28,Male,Bachelor's degree,Accounting,55000,Frontline Manager
1.70234E+12,37,Male,Bachelor's degree,Statistics,25000,QA Transcription
1.70234E+12,35,Male,Bachelor's degree,Management Information Systems,67000,IT Specialist
1.70234E+12,39,Female,Bachelor's degree,chemistry,60000,microbiologist
1.70234E+12,48,Male,Non-university diploma/certificate,Liberal Arts,45000,Customer Service Rep
1.70234E+12,31,Female,Bachelor's degree,Bachelor of Game Arts and Designs,5000,Freelance Web Developer
1.70234E+12,NA,NA,Non-university diploma/certificate,General Studies,19000,Merchandiser
1.70234E+12,42,Male,Bachelor's degree,American studies,70000,teacher aide
1.70234E+12,33,Female,Bachelor's degree,Communications,67000,Site Supervisor
1.70234E+12,30,Male,Bachelor's degree,college,50000,finance
1.70234E+12,24,Female,Bachelor's degree,comp sci,88000,supervisor
1.70234E+12,36,Female,Master's degree,Computer Science,100000,Unemployed
1.70234E+12,41,Male,Doctorate,finance,280000,not working due to illness
1.70234E+12,40,Female,Doctorate,law,94998,attorney
1.70234E+12,35,Male,Bachelor's degree,Biology,75000,unemployed
1.70234E+12,51,Male,Master's degree,Business,213000,Project Manager
1.70234E+12,64,Male,Bachelor's degree,communication,NA,writer
1.70234E+12,63,Female,Non-university diploma/certificate,accounting,20000,home health aide
1.70234E+12,47,Male,Bachelor's degree,Film,63000,Audio Technician
1.70234E+12,51,Male,Non-university diploma/certificate,science,50000,manger
1.70234E+12,43,Male,Master's degree,business administration,123000,director
1.70234E+12,41,Female,Bachelor's degree,Economics,78000,Supervisor
1.70234E+12,24,Male,Bachelor's degree,pharmacy,300000,pharmacy student
1.70234E+12,43,Female,Bachelor's degree,data science,200000,boss
1.70234E+12,29,Female,Bachelor's degree,Nursing,131000,nurse
1.70234E+12,45,Male,Non-university diploma/certificate,Digital Media,50000,Delivery Driver
1.70234E+12,41,Male,Bachelor's degree,Business Administration,95000,Systems Analyst
1.70234E+12,69,Female,High school diploma or equivalent,n/a,146999,housewife
1.70234E+12,39,Male,Bachelor's degree,Information Technology,120000,IT Specialist
1.70234E+12,44,Female,High school diploma or equivalent,n/a,21999,data keyer
1.70234E+12,66,Male,Master's degree,economics,209,bartender
1.70234E+12,42,Male,Non-university diploma/certificate,Computer Science,50000,Consultant
1.70234E+12,23,Female,Bachelor's degree,NA,75000,IT
1.70234E+12,44,Female,High school diploma or equivalent,N/A,5600,Freelance contractor
1.70234E+12,22,Female,Bachelor's degree,economics,76000,Sales analyst
1.70234E+12,64,Male,Bachelor's degree,Geology,124999,Retired geologist
1.70234E+12,31,Male,Bachelor's degree,Information,94000,Information Analyst
1.70234E+12,28,Male,Bachelor's degree,Chemist,65000,Chemist
1.70235E+12,61,Female,Bachelor's degree,Accounting,2998,self-employed
1.70235E+12,72,Male,Non-university diploma/certificate,Electronic technology,19949,Retired
1.70326E+12,24,Female,Bachelor's degree,phil and psych,0,NA
1.70474E+12,24,Female,Bachelor's degree,psych and phil ,2,grad student
1.70499E+12,21,Female,High school diploma or equivalent,Psychology,150000,Student
1.70528E+12,41,Male,Master's degree,Finance,149999,Manager
1.70528E+12,35,Male,Bachelor's degree,Business Administration,60000,Manufacturing
1.70528E+12,38,Male,Non-university diploma/certificate,Computer Science,45000,Self-employed
1.70528E+12,48,Female,Bachelor's degree,psychology,80000,case manger
1.70528E+12,45,Male,Master's degree,Chemistry,168000,Field Service Engineer (Chemistry)
1.70528E+12,41,Male,High school diploma or equivalent,NA,35000,aquatics specialist
1.70528E+12,41,Male,Bachelor's degree,engineering,34997,retail
1.70528E+12,39,Male,Bachelor's degree,Secondary education,97000,U.S. History teacher
1.70528E+12,36,Male,Bachelor's degree,Math,65000,Operations Manager
1.70528E+12,53,Male,Master's degree,NA,22000,Designer
1.70528E+12,53,Male,Bachelor's degree,Finance,74000,Financial Manager
1.70528E+12,44,Male,Master's degree,hr,74998,manager
1.70528E+12,48,Male,Bachelor's degree,Business,54998,Project Manager
1.70528E+12,29,Prefer not to say,Bachelor's degree,Business,20000,Remote Worker
1.70528E+12,38,Female,Master's degree,Political Science ,60000,Homemaker 
1.70528E+12,30,Male,Bachelor's degree,Sociology,50000,Hospital Technician
1.70528E+12,38,Male,Master's degree,public affairs,175000,government
1.70528E+12,41,Male,Bachelor's degree,Small Business Management,125000,Firefighter
1.70528E+12,39,Male,Bachelor's degree,NA,45000,photo
1.70528E+12,23,Female,Non-university diploma/certificate,general associates,11998,freelancer
1.70528E+12,57,Male,Master's degree,Engineering (undergraduate) and Business (graduate),275000,Business Program Director for a Technology Corporation
1.70528E+12,34,Male,Master's degree,Mathematics,95000,Education
1.70528E+12,29,Male,Bachelor's degree,Finance,50000,Financial Manager
1.70528E+12,34,Female,Bachelor's degree,healthcare,75000,supervisor
1.70528E+12,32,Male,Bachelor's degree,print journalism,50000,pharmacy technician
1.70528E+12,33,Male,Bachelor's degree,Math,50000,Data analyst
1.70528E+12,33,Male,Bachelor's degree,Computer Science,75000,Engineer
1.70529E+12,34,Male,High school diploma or equivalent,NA,31999,Cashier
1.70529E+12,25,Female,Bachelor's degree,Business Administration,40000,Administrative officer
1.70529E+12,54,Male,Master's degree,Mechanical Engineering,224999,Program manager
1.70529E+12,69,Male,Master's degree,History,54998,Educator
1.70529E+12,35,Male,Bachelor's degree,chemistry,200000,Formulation chemist
1.70529E+12,36,Male,Master's degree,Business,195000,Program Director
1.70529E+12,31,Male,Non-university diploma/certificate,CDL school,10000,farmer
1.70529E+12,36,Female,High school diploma or equivalent,nursing,15999,direct support professional
1.70529E+12,41,Male,Bachelor's degree,Journalism,50000,Designer
1.70529E+12,41,Male,High school diploma or equivalent,Not Applicable,39000,Quality Inspector
1.70529E+12,24,Female,Doctorate,Biology,79000,resident
1.70529E+12,NA,Prefer not to say,High school diploma or equivalent,NA,69999,Retired
1.70529E+12,39,Female,Master's degree,Accounting,43999,Customer Service Representative
1.70529E+12,36,Male,Bachelor's degree,Economics,85000,Market Research Analyst
1.70559E+12,21,Female,Bachelor's degree,"Psychology, Human Resources",0,Student
1.70594E+12,27,Male,Bachelor's degree,Marketing and Economics,169999,Director or Technology 
1.70594E+12,53,Female,Non-university diploma/certificate,Computer programming,55000,medical transcriptionist
1.70594E+12,31,Male,Bachelor's degree,Engineering,25000,Bartender 
1.70594E+12,45,Male,Bachelor's degree,Chemical engineering,21998,unemployed
1.70594E+12,33,Male,Bachelor's degree,Ecinomics,50000,Service
1.70594E+12,45,Male,Bachelor's degree,computer science,40000,network administrator
1.70594E+12,33,Male,Non-university diploma/certificate,Computers/Information Technology,23000,IT Consulting
1.70594E+12,50,Male,Bachelor's degree,Music Theory & Composition,27000,Office Assistant
1.70594E+12,45,Male,High school diploma or equivalent,Computer Science,119000,Systems Administrator
1.70594E+12,42,Female,Bachelor's degree,English Literature,165000,Assistant to commercial real estate broker
1.70594E+12,35,Male,High school diploma or equivalent,n/a,15000,retail
1.70594E+12,32,Male,Bachelor's degree,Finance,120000,Accountant
1.70595E+12,23,Male,High school diploma or equivalent,none,12000,none
1.70595E+12,52,Male,Non-university diploma/certificate,Commercial Art,54000,EHR Product Specialist
1.70595E+12,33,Male,Master's degree,Accounting,115000,Audit Supervisor
1.70595E+12,52,Male,Bachelor's degree,Political Science,73998,Sales Manager
